fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,QualityBins,Price range,PH Ratio,Alcohol content
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,Medium,Medium,0.429447853,High
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,Medium,Expensive,0.853658537,High
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,Medium,Low,1.389728097,Medium
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,High,Medium,1.315789474,High
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,High,Medium,0.517799353,High
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,High,Medium,0.375,High
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,High,Medium,4.309210526,Low
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,High,Medium,4.309210526,Low
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,Medium,Medium,1.786833856,High
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,High,Medium,4.309210526,Low
6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,Medium,Medium,3.974763407,Medium
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8,High,Low,1.636363636,High
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,High,Expensive,0.658682635,Medium
9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5,Low,Low,2.275862069,High
6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,Low,Expensive,2.19047619,Medium
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,High,Low,2.259136213,Medium
7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,Medium,Medium,1.237113402,High
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,High,Expensive,4.309210526,Low
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,Medium,Expensive,0.382165605,Medium
7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,Medium,Medium,1.782477341,High
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,Medium,Low,1.786833856,High
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,High,Expensive,1.261538462,High
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,Medium,Expensive,2.261146497,Medium
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,Medium,Expensive,0.425531915,High
5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,Low,Medium,0.238095238,Medium
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,Medium,Low,0.386904762,Medium
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3,Low,Medium,5.115131579,Medium
6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5,Low,Expensive,0.319488818,Medium
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,High,Expensive,0.521172638,Medium
9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4,Low,Medium,3.806451613,Medium
6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,Medium,Medium,1.376146789,High
5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,Low,Medium,0.331325301,Medium
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,Low,Expensive,3.267973856,Medium
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,Medium,Medium,2.261146497,Medium
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,Medium,Expensive,0.276923077,High
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,Medium,Medium,0.327868852,High
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,Low,Low,0.3514377,High
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,High,Medium,0.366666667,Medium
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,Low,Medium,0.454545455,Medium
7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,Low,Medium,0.333333333,Medium
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,Low,Medium,0.454545455,Medium
6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,High,Expensive,0.935483871,High
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,Medium,Medium,0.390879479,High
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,Low,Medium,0.3514377,High
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5,Low,Low,4.479495268,Medium
8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5,Low,Low,5.969899666,Medium
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,High,Medium,0.366666667,Medium
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,Low,Medium,2.198142415,Medium
6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,Low,Medium,2.405063291,Low
7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5,Low,Medium,4.488448845,Low
7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5,Low,Low,0.443037975,Medium
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,Low,Expensive,0.38961039,Medium
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,Medium,Expensive,1.635802469,High
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,Medium,Expensive,4.140127389,High
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,Medium,Low,1.369230769,High
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,Medium,Medium,0.355029586,High
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,Medium,Medium,0.371517028,High
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,Medium,Expensive,0.371517028,High
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,Medium,Expensive,2.0625,High
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,Medium,Medium,4.140127389,High
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,Low,Expensive,0.365448505,Medium
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,Medium,Expensive,4.140127389,High
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,High,Medium,4.458598726,High
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,Low,Low,6.622073579,Medium
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5,Low,Low,3.733333333,Medium
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,Medium,Expensive,0.355029586,High
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,Medium,Expensive,1.369230769,High
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,Medium,Medium,0.81570997,High
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,Medium,Medium,1.388888889,Medium
8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,Medium,Medium,1.097560976,High
6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,Medium,Medium,1.516853933,Medium
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,Medium,Medium,0.371517028,High
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,Medium,Expensive,0.392156863,Medium
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,High,Medium,2.879746835,High
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,Low,Expensive,0.231213873,Medium
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,Medium,Expensive,2.0625,High
7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,High,Medium,0.958466454,High
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,Low,Medium,0.501567398,Medium
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,Low,Expensive,0.365448505,Medium
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,High,Expensive,4.458598726,High
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,Medium,Medium,4.140127389,High
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,Low,Medium,0.428571429,High
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,Medium,Medium,1.838006231,Medium
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,Low,Medium,1.204013378,Medium
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,Medium,Expensive,0.375722543,Medium
7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5,Low,Expensive,2.701863354,Medium
7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,Medium,Expensive,0.393442623,Medium
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6,Medium,Medium,1.538461538,High
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,Medium,Medium,0.602409639,Medium
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,Medium,Medium,0.375722543,Medium
6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6,Medium,Low,0.504451039,Medium
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,Medium,Medium,0.662983425,Medium
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,Low,Medium,1.204013378,Medium
7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3,Low,Expensive,1.464968153,Medium
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,Medium,Low,0.503355705,Medium
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6,Medium,Medium,0.272727273,Medium
6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,Medium,Medium,5.527065527,Medium
6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,Medium,Expensive,4.182389937,Medium
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,Low,Expensive,5.969899666,Medium
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,Medium,Low,0.309859155,Medium
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5,Low,Medium,0.424836601,High
8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5,Low,Expensive,2.993630573,Medium
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,High,Expensive,2.875399361,High
7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8,High,Expensive,2.75477707,High
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7,High,Expensive,3.067092652,High
6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5,Low,Medium,0.322580645,Medium
6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7,High,Expensive,0.383386581,High
7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,Medium,Medium,0.569620253,High
6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6,Medium,Expensive,0.652173913,High
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,High,Expensive,3.110367893,Medium
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,Low,Expensive,0.557377049,Medium
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,Low,Expensive,0.383386581,Medium
6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,High,Expensive,1.406727829,High
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,High,Medium,3.926380368,High
9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,High,Medium,0.493421053,Medium
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,Medium,Low,2.612903226,Medium
7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6,Medium,Medium,2.329192547,Medium
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,Medium,Medium,4.084507042,Medium
7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5,Low,Low,0.506329114,Medium
8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5,Low,Medium,0.557275542,Medium
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,Medium,Expensive,1.059602649,High
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,High,Expensive,3.143812709,Medium
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,Medium,Expensive,3.289036545,High
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,High,Low,3.110367893,Medium
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,Medium,Expensive,0.414012739,Medium
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,Medium,Expensive,3.178807947,Medium
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,Medium,Expensive,3.079470199,Medium
8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6,Medium,Expensive,2.565789474,High
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,Low,Expensive,0.557377049,Medium
8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,Medium,Expensive,0.557377049,Medium
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,Low,Low,0.383386581,Medium
6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,Low,Medium,0.430769231,Medium
8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6,Medium,Expensive,2.694610778,Medium
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,Medium,Expensive,5.533536585,Low
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,Low,Medium,4.111842105,Low
14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,Medium,Medium,0.349206349,High
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,Medium,Medium,2.532894737,Medium
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,Medium,Expensive,0.349206349,High
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,Medium,Expensive,5.533536585,Low
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,Low,Expensive,4.111842105,Low
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,High,Medium,2.612903226,High
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,High,Medium,2.452229299,High
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,Medium,Low,1.543209877,Medium
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,Medium,Expensive,4.615384615,Low
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,Medium,Expensive,0.495049505,Medium
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,Low,Expensive,0.343642612,Medium
8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,Medium,Expensive,0.319488818,Medium
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6,Medium,Medium,0.31152648,Medium
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,Medium,Low,1.543209877,Medium
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,Medium,Expensive,4.615384615,Low
7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4,Low,Medium,0.253164557,Medium
7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6,Medium,Low,0.40247678,Medium
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,Medium,Expensive,0.34375,Medium
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,Low,Medium,0.343642612,Medium
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,Medium,Expensive,1.635220126,Medium
6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6,Medium,Expensive,1.501597444,Medium
6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6,Medium,Medium,1.538461538,Medium
7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,Medium,Expensive,0.538922156,High
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,Medium,Medium,0.495049505,Medium
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,Medium,Low,1.635220126,Medium
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,Medium,Expensive,0.388349515,Low
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,High,Low,0.542168675,High
6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,High,Medium,2.21574344,Medium
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,High,Medium,2.492401216,High
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,High,Medium,0.376811594,Medium
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,Medium,Medium,3.246753247,Medium
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,Medium,Medium,1.635220126,Medium
6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4,Low,Expensive,1.957186544,Low
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,Low,Medium,0.337837838,Medium
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,Medium,Medium,0.547112462,High
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,Low,Expensive,0.634920635,Medium
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,High,Medium,0.454545455,High
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,Medium,Medium,0.547112462,High
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,Low,Medium,0.634920635,Medium
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,Medium,Medium,1.114649682,Medium
7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5,Low,Medium,5.89869281,Medium
7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5,Low,Medium,0.540540541,Medium
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,Medium,Medium,2.329545455,Medium
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,Low,Expensive,1.557632399,Medium
6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5,Low,Medium,1.433021807,Medium
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,Medium,Low,2.329545455,Medium
6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,Medium,Expensive,1.97740113,Medium
7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5,Low,Medium,0.981012658,Medium
8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,Low,Low,3.055555556,Medium
6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,Medium,Medium,0.661157025,Medium
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,Medium,Medium,0.421686747,Medium
7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4,Low,Low,0.543806647,Medium
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,Low,Low,3.324022346,Medium
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,Low,Medium,4.161490683,Low
9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,Low,Expensive,4.842767296,Medium
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,Medium,Expensive,2.448979592,High
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,High,Low,2.442244224,High
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,Low,Expensive,3.324022346,Medium
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,Medium,Expensive,2.429906542,Medium
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,Low,Medium,4.470198675,Low
9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5,Low,Expensive,0.418006431,Medium
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,Medium,Expensive,2.429906542,Medium
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,Low,Medium,4.470198675,Low
7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,Medium,Low,0.447761194,High
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,Medium,Expensive,0.38961039,High
6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,Medium,Medium,1.916167665,Medium
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,Medium,Medium,0.383386581,Medium
8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,Medium,Medium,2.332268371,Medium
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,Medium,Medium,1.288135593,Medium
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,Medium,Expensive,2.25308642,Medium
6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,Low,Medium,0.857142857,High
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,Medium,Low,2.25308642,Medium
6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6,Medium,Low,0.428134557,Medium
6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6,Medium,Medium,0.514469453,High
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,Medium,Medium,1.288135593,Medium
8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,Medium,Expensive,2.597402597,Medium
5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,Low,Medium,1.432926829,High
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,High,Medium,0.572289157,High
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,Low,Expensive,0.864197531,Medium
7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,High,Medium,0.652818991,High
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,Medium,Expensive,0.553745928,High
5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,High,Medium,1.467065868,Medium
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,Low,Medium,7.88590604,Low
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,High,Medium,3.818770227,Medium
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,Medium,Expensive,0.553745928,High
8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6,Medium,Expensive,1.666666667,Medium
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,High,Expensive,1.056105611,High
8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7,High,Expensive,0.460122699,Medium
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,Low,Medium,3.72611465,Medium
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,Medium,Expensive,0.470588235,Medium
6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,Medium,Low,2.362459547,Low
6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,Medium,Medium,0.49689441,Medium
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,Medium,Expensive,4.23566879,Low
6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,High,Expensive,1.759530792,High
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,High,Medium,1.056105611,High
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,Low,Expensive,0.511182109,Medium
6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,Medium,Medium,2.475884244,Low
7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,Medium,Medium,1.755952381,Medium
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,High,Medium,0.323624595,Medium
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,Medium,Medium,1.893491124,Medium
